Word,Status,FileName
head,ok,k04-136-01-02
farther,ok,k04-136-01-03
into,ok,k04-136-01-04
the,ok,k04-136-01-05
coach,ok,k04-136-01-06
",",ok,k04-136-01-07
he,ok,k04-136-01-08
said,ok,k04-136-01-09
sombrely,ok,k04-136-02-00
:,ok,k04-136-02-01
',ok,k04-136-02-02
Have,ok,k04-136-02-03
you,ok,k04-136-02-04
ever,ok,k04-136-02-05
heard,ok,k04-136-02-06
of,ok,k04-136-02-07
a,ok,k04-136-02-08
punishment,ok,k04-136-02-09
called,ok,k04-136-02-10
heard,ok,k04-136-08-00
of,ok,k04-136-08-01
it,ok,k04-136-08-02
?,ok,k04-136-08-03
The,ok,k04-142-00-00
Orsini,ok,k04-142-00-01
give,ok,k04-142-00-02
that,ok,k04-142-00-03
to,ok,k04-142-00-04
traitors,ok,k04-142-00-05
.,ok,k04-142-00-06
There,ok,k04-142-00-07
is,ok,k04-142-00-08
no,ok,k04-142-01-00
escaping,ok,k04-142-01-01
the,ok,k04-142-01-02
vengeance,ok,k04-142-01-03
of,ok,k04-142-01-04
an,ok,k04-142-01-05
Orsini,ok,k04-142-01-06
.,ok,k04-142-01-07
We,ok,k04-142-01-08
hunt,ok,k04-142-01-09
a,ok,k04-142-02-00
traitor,ok,k04-142-02-01
down,ok,k04-142-02-02
to,ok,k04-142-02-03
the,ok,k04-142-02-04
ends,ok,k04-142-02-05
of,ok,k04-142-02-06
the,ok,k04-142-02-07
earth,ok,k04-142-02-08
",",ok,k04-142-02-09
and,ok,k04-142-02-10
no,ok,k04-142-02-11
power,ok,k04-142-03-00
can,ok,k04-142-03-01
save,ok,k04-142-03-02
him,ok,k04-142-03-03
...,ok,k04-142-03-04
or,ok,k04-142-03-05
her,ok,k04-142-03-06
.,ok,k04-142-03-07
Do,ok,k04-142-03-08
you,ok,k04-142-03-09
understand,ok,k04-142-03-10
?,ok,k04-142-03-11
',ok,k04-142-03-12
continued,ok,k04-142-05-00
",",ok,k04-142-05-01
giving,ok,k04-142-05-02
her,ok,k04-142-05-03
a,ok,k04-142-05-04
keen,ok,k04-142-05-05
look,ok,k04-142-05-06
",",ok,k04-142-05-07
',ok,k04-142-05-08
the,ok,k04-142-05-09
Orsini,ok,k04-142-05-10
are,ok,k04-142-05-11
generous,ok,k04-142-06-00
to,ok,k04-142-06-01
those,ok,k04-142-06-02
who,ok,k04-142-06-03
serve,ok,k04-142-06-04
them,ok,k04-142-06-05
faithfully,ok,k04-142-06-06
.,ok,k04-142-06-07
speech,ok,k04-149-01-00
.,ok,k04-149-01-01
He,ok,k04-149-01-02
turned,ok,k04-149-01-03
to,ok,k04-149-01-04
Vittoria,ok,k04-149-01-05
",",ok,k04-149-01-06
sitting,ok,k04-149-01-07
erect,ok,k04-149-01-08
",",ok,k04-149-01-09
with,ok,k04-149-02-00
flushed,ok,k04-149-02-01
cheeks,ok,k04-149-02-02
and,ok,k04-149-02-03
eyes,ok,k04-149-02-04
sparkling,ok,k04-149-02-05
with,ok,k04-149-02-06
be,ok,k04-156-05-00
so,ok,k04-156-05-01
good,ok,k04-156-05-02
as,ok,k04-156-05-03
to,ok,k04-156-05-04
order,ok,k04-156-05-05
your,ok,k04-156-05-06
men,ok,k04-156-05-07
not,ok,k04-156-05-08
to,ok,k04-156-05-09
molest,ok,k04-156-05-10
my,ok,k04-156-05-11
nevertheless,ok,k04-163-01-00
",",ok,k04-163-01-01
to,ok,k04-163-01-02
the,ok,k04-163-01-03
man,ok,k04-163-01-04
who,ok,k04-163-01-05
had,ok,k04-163-01-06
peered,ok,k04-163-01-07
into,ok,k04-163-01-08
the,ok,k04-163-01-09
coach,ok,k04-163-02-00
",",ok,k04-163-02-01
whom,ok,k04-163-02-02
he,ok,k04-163-02-03
had,ok,k04-163-02-04
addressed,ok,k04-163-02-05
as,ok,k04-163-02-06
Luigi,ok,k04-163-02-07
",",ok,k04-163-02-08
and,ok,k04-163-02-09
gave,ok,k04-163-02-10
him,ok,k04-163-02-11
sharp,ok,k04-163-02-12
instructions,ok,k04-163-03-00
on,ok,k04-163-03-01
the,ok,k04-163-03-02
matter,ok,k04-163-03-03
.,ok,k04-163-03-04
Vittoria,ok,k04-163-03-05
stood,ok,k04-163-03-06
looking,ok,k04-163-03-07
about,ok,k04-163-03-08
her,ok,k04-163-03-09
",",ok,k04-163-03-10
breathing,ok,k04-163-04-00
the,ok,k04-163-04-01
scent,ok,k04-163-04-02
of,ok,k04-163-04-03
thyme,ok,k04-163-04-04
.,ok,k04-163-04-05
The,ok,k04-163-04-06
land,ok,k04-163-04-07
at,ok,k04-163-04-08
her,ok,k04-163-04-09
feet,ok,k04-163-04-10
sloped,ok,k04-163-04-11
away,ok,k04-163-05-00
into,ok,k04-163-05-01
a,ok,k04-163-05-02
tiny,ok,k04-163-05-03
valley,ok,k04-163-05-04
beyond,ok,k04-163-05-05
which,ok,k04-163-05-06
",",ok,k04-163-05-07
on,ok,k04-163-05-08
the,ok,k04-163-05-09
crest,ok,k04-163-05-10
of,ok,k04-163-06-00
a,ok,k04-163-06-01
wooded,ok,k04-163-06-02
hill-side,ok,k04-163-06-03
",",ok,k04-163-06-04
the,ok,k04-163-06-05
ruins,ok,k04-163-06-06
of,ok,k04-163-06-07
a,ok,k04-163-06-08
small,ok,k04-163-06-09
temple,ok,k04-163-06-10
were,ok,k04-163-07-00
etched,ok,k04-163-07-01
against,ok,k04-163-07-02
the,ok,k04-163-07-03
clear,ok,k04-163-07-04
blue,ok,k04-163-07-05
of,ok,k04-163-07-06
the,ok,k04-163-07-07
sky,ok,k04-163-07-08
.,ok,k04-163-07-09
He,ok,k07-059a-00-00
forgot,ok,k07-059a-00-01
time,ok,k07-059a-00-02
and,ok,k07-059a-00-03
place,ok,k07-059a-00-04
.,ok,k07-059a-00-05
He,ok,k07-059a-00-06
",",ok,k07-059a-00-07
the,ok,k07-059a-00-08
master,ok,k07-059a-00-09
",",ok,k07-059a-00-10
was,ok,k07-059a-00-11
gently,ok,k07-059a-00-12
led,ok,k07-059a-01-00
along,ok,k07-059a-01-01
erotic,ok,k07-059a-01-02
paths,ok,k07-059a-01-03
which,ok,k07-059a-01-04
he,ok,k07-059a-01-05
knew,ok,k07-059a-01-06
existed,ok,k07-059a-01-07
",",ok,k07-059a-01-08
but,ok,k07-059a-01-09
had,ok,k07-059a-02-00
never,ok,k07-059a-02-01
trodden,ok,k07-059a-02-02
.,ok,k07-059a-02-03
He,ok,k07-059a-02-04
learned,ok,k07-059a-02-05
how,ok,k07-059a-02-06
to,ok,k07-059a-02-07
use,ok,k07-059a-02-08
his,ok,k07-059a-02-09
hands,ok,k07-059a-03-00
",",ok,k07-059a-03-01
how,ok,k07-059a-03-02
to,ok,k07-059a-03-03
adore,ok,k07-059a-03-04
that,ok,k07-059a-03-05
body,ok,k07-059a-03-06
without,ok,k07-059a-03-07
haste,ok,k07-059a-03-08
",",ok,k07-059a-03-09
how,ok,k07-059a-03-10
to,ok,k07-059a-04-00
caress,ok,k07-059a-04-01
every,ok,k07-059a-04-02
inch,ok,k07-059a-04-03
with,ok,k07-059a-04-04
his,ok,k07-059a-04-05
mouth,ok,k07-059a-04-06
as,ok,k07-059a-04-07
well,ok,k07-059a-04-08
",",ok,k07-059a-04-09
to,ok,k07-059a-04-10
creep,ok,k07-059a-05-00
down,ok,k07-059a-05-01
along,ok,k07-059a-05-02
her,ok,k07-059a-05-03
smooth,ok,k07-059a-05-04
muscles,ok,k07-059a-05-05
till,ok,k07-059a-05-06
he,ok,k07-059a-05-07
lost,ok,k07-059a-05-08
himself,ok,k07-059a-06-00
in,ok,k07-059a-06-01
a,ok,k07-059a-06-02
rapture,ok,k07-059a-06-03
of,ok,k07-059a-06-04
kisses,ok,k07-059a-06-05
in,ok,k07-059a-06-06
places,ok,k07-059a-06-07
he,ok,k07-059a-06-08
'd,ok,k07-059a-06-09
dreamed,ok,k07-059a-07-00
of,ok,k07-059a-07-01
",",ok,k07-059a-07-02
where,ok,k07-059a-07-03
life,ok,k07-059a-07-04
began,ok,k07-059a-07-05
to,ok,k07-059a-07-06
ooze,ok,k07-059a-07-07
and,ok,k07-059a-07-08
quickened,ok,k07-059a-07-09
his,ok,k07-059a-08-00
heart,ok,k07-059a-08-01
beat,ok,k07-059a-08-02
to,ok,k07-059a-08-03
a,ok,k07-059a-08-04
thunder,ok,k07-059a-08-05
.,ok,k07-059a-08-06
He,ok,k07-063a-00-00
looked,ok,k07-063a-00-01
at,ok,k07-063a-00-02
her,ok,k07-063a-00-03
.,ok,k07-063a-00-04
Head,ok,k07-063a-00-05
thrown,ok,k07-063a-00-06
back,ok,k07-063a-00-07
in,ok,k07-063a-00-08
a,ok,k07-063a-00-09
pool,ok,k07-063a-00-10
of,ok,k07-063a-00-11
hair,ok,k07-063a-00-12
",",ok,k07-063a-00-13
her,ok,k07-063a-01-00
blood-red,ok,k07-063a-01-01
lips,ok,k07-063a-01-02
parted,ok,k07-063a-01-03
and,ok,k07-063a-01-04
the,ok,k07-063a-01-05
beating,ok,k07-063a-01-06
of,ok,k07-063a-01-07
her,ok,k07-063a-01-08
heart,ok,k07-063a-02-00
in,ok,k07-063a-02-01
the,ok,k07-063a-02-02
full,ok,k07-063a-02-03
throat,ok,k07-063a-02-04
.,ok,k07-063a-02-05
Her,ok,k07-063a-02-06
mouth,ok,k07-063a-02-07
did,ok,k07-063a-02-08
things,ok,k07-063a-02-09
he,ok,k07-063a-02-10
thought,ok,k07-063a-03-00
no,ok,k07-063a-03-01
human,ok,k07-063a-03-02
being,ok,k07-063a-03-03
could,ok,k07-063a-03-04
stand,ok,k07-063a-03-05
without,ok,k07-063a-03-06
dying,ok,k07-063a-04-00
",",ok,k07-063a-04-01
but,ok,k07-063a-04-02
he,ok,k07-063a-04-03
went,ok,k07-063a-04-04
on,ok,k07-063a-04-05
living,ok,k07-063a-04-06
in,ok,k07-063a-04-07
an,ok,k07-063a-04-08
ocean,ok,k07-063a-04-09
of,ok,k07-063a-04-10
voluptuousness,ok,k07-063a-05-00
",",ok,k07-063a-05-01
that,ok,k07-063a-05-02
swelled,ok,k07-063a-05-03
and,ok,k07-063a-05-04
ebbed,ok,k07-063a-05-05
over,ok,k07-063a-05-06
him,ok,k07-063a-05-07
",",ok,k07-063a-05-08
under,ok,k07-063a-06-00
him,ok,k07-063a-06-01
",",ok,k07-063a-06-02
in,ok,k07-063a-06-03
him,ok,k07-063a-06-04
and,ok,k07-063a-06-05
through,ok,k07-063a-06-06
him,ok,k07-063a-06-07
...,ok,k07-063a-06-08
He,ok,k07-067a-00-00
was,ok,k07-067a-00-01
having,ok,k07-067a-00-02
a,ok,k07-067a-00-03
ball,ok,k07-067a-00-04
!,ok,k07-067a-00-05
He,ok,k07-067a-00-06
twiddled,ok,k07-067a-00-07
the,ok,k07-067a-00-08
TV,ok,k07-067a-00-09
set,ok,k07-067a-00-10
with,ok,k07-067a-00-11
shaking,ok,k07-067a-01-00
hands,ok,k07-067a-01-01
.,ok,k07-067a-01-02
She,ok,k07-067a-01-03
sat,ok,k07-067a-01-04
calmly,ok,k07-067a-01-05
on,ok,k07-067a-01-06
the,ok,k07-067a-01-07
bed,ok,k07-067a-01-08
smoking,ok,k07-067a-01-09
a,ok,k07-067a-02-00
cigarette,ok,k07-067a-02-01
.,ok,k07-067a-02-02
His,ok,k07-067a-02-03
face,ok,k07-067a-02-04
was,ok,k07-067a-02-05
white,ok,k07-067a-02-06
with,ok,k07-067a-02-07
two,ok,k07-067a-02-08
red,ok,k07-067a-02-09
Was,ok,k07-067a-04-00
that,ok,k07-067a-04-01
any,ok,k07-067a-04-02
better,ok,k07-067a-04-03
?,ok,k07-067a-04-04
You,ok,k07-067a-04-05
know,ok,k07-067a-04-06
it,ok,k07-067a-04-07
was,ok,k07-067a-04-08
!,ok,k07-067a-04-09
You,ok,k07-067a-04-10
don't,ok,k07-067a-04-11
need,ok,k07-067a-05-00
teaching,ok,k07-067a-05-01
",",ok,k07-067a-05-02
only,ok,k07-067a-05-03
a,ok,k07-067a-05-04
little,ok,k07-067a-05-05
coaxing,ok,k07-067a-05-06
.,ok,k07-067a-05-07
He,ok,k07-077-00-00
sat,ok,k07-077-00-01
down,ok,k07-077-00-02
and,ok,k07-077-00-03
ran,ok,k07-077-00-04
his,ok,k07-077-00-05
finger,ok,k07-077-00-06
down,ok,k07-077-00-07
along,ok,k07-077-00-08
her,ok,k07-077-00-09
spine,ok,k07-077-01-00
.,ok,k07-077-01-01
Do,ok,k07-077-01-02
you,ok,k07-077-01-03
love,ok,k07-077-01-04
me,ok,k07-077-01-05
now,ok,k07-077-01-06
?,ok,k07-077-01-07
Like,ok,k07-077-01-08
yesterday,ok,k07-077-01-09
!,ok,k07-077-01-10
I,ok,k07-077-01-11
'm,ok,k07-077-01-12
to,ok,k07-077-03-00
satisfy,ok,k07-077-03-01
my,ok,k07-077-03-02
physical,ok,k07-077-03-03
wants,ok,k07-077-03-04
does,ok,k07-077-03-05
not,ok,k07-077-03-06
change,ok,k07-077-03-07
that,ok,k07-077-03-08
.,ok,k07-077-03-09
Before,ok,k07-077-04-00
long,ok,k07-077-04-01
you,ok,k07-077-04-02
'll,ok,k07-077-04-03
give,ok,k07-077-04-04
me,ok,k07-077-04-05
the,ok,k07-077-04-06
satisfaction,ok,k07-077-04-07
that,ok,k07-077-04-08
'll,ok,k07-077-04-09
set,ok,k07-077-04-10
me,ok,k07-077-05-00
rocking,ok,k07-077-05-01
on,ok,k07-077-05-02
my,ok,k07-077-05-03
feet,ok,k07-077-05-04
",",ok,k07-077-05-05
but,ok,k07-077-05-06
I,ok,k07-077-05-07
'll,ok,k07-077-05-08
still,ok,k07-077-05-09
be,ok,k07-077-05-10
only,ok,k07-077-05-11
fond,ok,k07-077-05-12
of,ok,k07-077-05-13
you,ok,k07-077-06-00
.,ok,k07-077-06-01
But,ok,k07-077-06-02
you,ok,k07-077-06-03
wouldn't,ok,k07-077-06-04
marry,ok,k07-077-06-05
me,ok,k07-077-06-06
?,ok,k07-077-06-07
No,ok,k07-085-00-00
.,ok,k07-085-00-01
I,ok,k07-085-00-02
'm,ok,k07-085-00-03
not,ok,k07-085-00-04
your,ok,k07-085-00-05
type,ok,k07-085-00-06
.,ok,k07-085-00-07
I,ok,k07-085-00-08
'd,ok,k07-085-00-09
make,ok,k07-085-00-10
you,ok,k07-085-00-11
miserable,ok,k07-085-00-12
.,ok,k07-085-00-13
I,ok,k07-085-00-14
mean,ok,k07-085-01-00
that,ok,k07-085-01-01
.,ok,k07-085-01-02
I,ok,k07-085-01-03
'd,ok,k07-085-01-04
very,ok,k07-085-01-05
probably,ok,k07-085-01-06
be,ok,k07-085-01-07
unfaithful,ok,k07-085-01-08
and,ok,k07-085-01-09
that,ok,k07-085-02-00
'd,ok,k07-085-02-01
kill,ok,k07-085-02-02
you,ok,k07-085-02-03
.,ok,k07-085-02-04
Then,ok,k07-085-02-05
I,ok,k07-085-02-06
'd,ok,k07-085-02-07
be,ok,k07-085-02-08
unfaithful,ok,k07-085-02-09
too,ok,k07-085-02-10
",",ok,k07-085-02-11
to,ok,k07-085-02-12
teach,ok,k07-085-02-13
spite,ok,k07-085-04-00
me,ok,k07-085-04-01
.,ok,k07-085-04-02
I,ok,k07-085-04-03
would,ok,k07-085-04-04
never,ok,k07-085-04-05
do,ok,k07-085-04-06
it,ok,k07-085-04-07
for,ok,k07-085-04-08
that,ok,k07-085-04-09
reason,ok,k07-085-04-10
.,ok,k07-085-04-11
To,ok,k07-085-05-00
me,ok,k07-085-05-01
it,ok,k07-085-05-02
'd,ok,k07-085-05-03
be,ok,k07-085-05-04
immaterial,ok,k07-085-05-05
whether,ok,k07-085-05-06
you,ok,k07-085-05-07
'd,ok,k07-085-05-08
retaliate,ok,k07-085-05-09
or,ok,k07-085-06-00
not,ok,k07-085-06-01
.,ok,k07-085-06-02
You,ok,k07-085-06-03
'd,ok,k07-085-06-04
go,ok,k07-085-06-05
crazy,ok,k07-085-06-06
if,ok,k07-085-06-07
that,ok,k07-085-06-08
situation,ok,k07-085-06-09
arose,ok,k07-085-06-10
.,ok,k07-085-06-11
To,ok,k07-122-00-00
observe,ok,k07-122-00-01
the,ok,k07-122-00-02
colour,ok,k07-122-00-03
rise,ok,k07-122-00-04
in,ok,k07-122-00-05
her,ok,k07-122-00-06
cheek,ok,k07-122-00-07
and,ok,k07-122-01-00
hear,ok,k07-122-01-01
her,ok,k07-122-01-02
breath,ok,k07-122-01-03
come,ok,k07-122-01-04
faster,ok,k07-122-01-05
",",ok,k07-122-01-06
to,ok,k07-122-01-07
see,ok,k07-122-01-08
the,ok,k07-122-02-00
slight,ok,k07-122-02-01
beads,ok,k07-122-02-02
of,ok,k07-122-02-03
sweat,ok,k07-122-02-04
come,ok,k07-122-02-05
out,ok,k07-122-02-06
on,ok,k07-122-02-07
her,ok,k07-122-03-00
glistening,ok,k07-122-03-01
skin,ok,k07-122-03-02
and,ok,k07-122-03-03
see,ok,k07-122-03-04
her,ok,k07-122-03-05
move,ok,k07-122-03-06
with,ok,k07-122-04-00
uncontrolled,ok,k07-122-04-01
rhythm,ok,k07-122-04-02
.,ok,k07-122-04-03
To,ok,k07-122-04-04
have,ok,k07-122-04-05
her,ok,k07-122-04-06
twist,ok,k07-122-04-07
in,ok,k07-122-05-00
an,ok,k07-122-05-01
attempt,ok,k07-122-05-02
to,ok,k07-122-05-03
receive,ok,k07-122-05-04
a,ok,k07-122-05-05
caress,ok,k07-122-05-06
he,ok,k07-122-05-07
was,ok,k07-122-05-08
purposely,ok,k07-122-06-00
withholding,ok,k07-122-06-01
",",ok,k07-122-06-02
to,ok,k07-122-06-03
hear,ok,k07-122-06-04
her,ok,k07-122-06-05
deep-throated,ok,k07-122-06-06
moan,ok,k07-122-07-00
of,ok,k07-122-07-01
full,ok,k07-122-07-02
satisfaction,ok,k07-122-07-03
and,ok,k07-122-07-04
feel,ok,k07-122-07-05
her,ok,k07-122-07-06
shivering,ok,k07-122-08-00
",",ok,k07-122-08-01
clawing,ok,k07-122-08-02
surrender,ok,k07-122-08-03
.,ok,k07-122-08-04
Not,ok,k07-125-00-00
so,ok,k07-125-00-01
dusty,ok,k07-125-00-02
",",ok,k07-125-00-03
she,ok,k07-125-00-04
might,ok,k07-125-00-05
say,ok,k07-125-00-06
afterwards,ok,k07-125-00-07
",",ok,k07-125-00-08
drawing,ok,k07-125-00-09
at,ok,k07-125-00-10
a,ok,k07-125-01-00
cigarette,ok,k07-125-01-01
.,ok,k07-125-01-02
It,ok,k07-125-01-03
's,ok,k07-125-01-04
a,ok,k07-125-01-05
wow,ok,k07-125-01-06
!,ok,k07-125-01-07
he,ok,k07-125-01-08
said,ok,k07-125-01-09
.,ok,k07-125-01-10
She,ok,k07-125-01-11
kissed,ok,k07-125-01-12
him,ok,k07-125-02-00
motherly,ok,k07-125-02-01
:,ok,k07-125-02-02
You,ok,k07-125-02-03
just,ok,k07-125-02-04
wait,ok,k07-125-02-05
till,ok,k07-125-02-06
you,ok,k07-125-02-07
teach,ok,k07-125-02-08
the,ok,k07-125-02-09
girl,ok,k07-125-03-00
you,ok,k07-125-03-01
really,ok,k07-125-03-02
love,ok,k07-125-03-03
.,ok,k07-125-03-04
He,ok,k07-125-03-05
didn't,ok,k07-125-03-06
protest,ok,k07-125-03-07
any,ok,k07-125-03-08
more,ok,k07-125-03-09
to,ok,k07-125-04-00
say,ok,k07-125-04-01
he,ok,k07-125-04-02
loved,ok,k07-125-04-03
her,ok,k07-125-04-04
because,ok,k07-125-04-05
he,ok,k07-125-04-06
knew,ok,k07-125-04-07
it,ok,k07-125-04-08
to,ok,k07-125-04-09
be,ok,k07-125-05-00
untrue,ok,k07-125-05-01
.,ok,k07-125-05-02
Instead,ok,k07-125-05-03
he,ok,k07-125-05-04
said,ok,k07-125-05-05
:,ok,k07-125-05-06
Will,ok,k07-125-05-07
that,ok,k07-125-05-08
be,ok,k07-125-05-09
better,ok,k07-125-06-00
?,ok,k07-125-06-01
She,ok,k07-125-06-02
nodded,ok,k07-125-06-03
:,ok,k07-125-06-04
It,ok,k07-134-00-00
's,ok,k07-134-00-01
man's,ok,k07-134-00-02
nature,ok,k07-134-00-03
to,ok,k07-134-00-04
teach,ok,k07-134-00-05
and,ok,k07-134-00-06
to,ok,k07-134-00-07
teach,ok,k07-134-00-08
those,ok,k07-134-00-09
we,ok,k07-134-01-00
love,ok,k07-134-01-01
is,ok,k07-134-01-02
double,ok,k07-134-01-03
pleasure,ok,k07-134-01-04
.,ok,k07-134-01-05
And,ok,k07-134-01-06
she,ok,k07-134-01-07
lights,ok,k07-134-03-00
on,ok,k07-134-03-01
.,ok,k07-134-03-02
You,ok,k07-134-03-03
lose,ok,k07-134-03-04
half,ok,k07-134-03-05
the,ok,k07-134-03-06
fun,ok,k07-134-03-07
when,ok,k07-134-03-08
you,ok,k07-134-03-09
fumble,ok,k07-134-04-00
in,ok,k07-134-04-01
the,ok,k07-134-04-02
dark,ok,k07-134-04-03
.,ok,k07-134-04-04
She,ok,k07-134-04-05
had,ok,k07-134-04-06
many,ok,k07-134-04-07
direct,ok,k07-134-04-08
comments,ok,k07-134-05-00
like,ok,k07-134-05-01
that,ok,k07-134-05-02
.,ok,k07-134-05-03
Once,ok,k07-134-05-04
she,ok,k07-134-05-05
quietly,ok,k07-134-05-06
pushed,ok,k07-134-06-00
him,ok,k07-134-06-01
back,ok,k07-134-06-02
when,ok,k07-134-06-03
he,ok,k07-134-06-04
kissed,ok,k07-134-06-05
her,ok,k07-134-06-06
too,ok,k07-134-06-07
fully,ok,k07-134-07-00
and,ok,k07-134-07-01
too,ok,k07-134-07-02
soon,ok,k07-134-07-03
:,ok,k07-134-07-04
Oi,ok,k07-141-00-00
",",ok,k07-141-00-01
not,ok,k07-141-00-02
yet,ok,k07-141-00-03
",",ok,k07-141-00-04
you,ok,k07-141-00-05
oaf,ok,k07-141-00-06
.,ok,k07-141-00-07
What,ok,k07-141-00-08
do,ok,k07-141-00-09
you,ok,k07-141-00-10
think,ok,k07-141-00-11
my,ok,k07-141-00-12
mouth,ok,k07-141-01-00
is,ok,k07-141-01-01
?,ok,k07-141-01-02
A,ok,k07-141-01-03
billposter's,ok,k07-141-01-04
bucket,ok,k07-141-01-05
to,ok,k07-141-01-06
be,ok,k07-141-01-07
plunged,ok,k07-141-02-00
in,ok,k07-141-02-01
at,ok,k07-141-02-02
random,ok,k07-141-02-03
?,ok,k07-141-02-04
He,ok,k07-141-02-05
'd,ok,k07-141-02-06
learned,ok,k07-141-02-07
to,ok,k07-141-02-08
laugh,ok,k07-141-03-00
when,ok,k07-141-03-01
something,ok,k07-141-03-02
went,ok,k07-141-03-03
wrong,ok,k07-141-03-04
or,ok,k07-141-03-05
the,ok,k07-141-03-06
situation,ok,k07-141-04-00
became,ok,k07-141-04-01
ludicrous,ok,k07-141-04-02
",",ok,k07-141-04-03
as,ok,k07-141-04-04
when,ok,k07-141-04-05
they,ok,k07-141-04-06
were,ok,k07-141-05-00
both,ok,k07-141-05-01
caught,ok,k07-141-05-02
in,ok,k07-141-05-03
the,ok,k07-141-05-04
raw,ok,k07-141-05-05
when,ok,k07-141-05-06
he,ok,k07-141-05-07
'd,ok,k07-141-05-08
forgotten,ok,k07-141-06-00
to,ok,k07-141-06-01
lock,ok,k07-141-06-02
his,ok,k07-141-06-03
door,ok,k07-141-06-04
and,ok,k07-141-06-05
Derek,ok,k07-141-06-06
had,ok,k07-141-07-00
walked,ok,k07-141-07-01
in,ok,k07-141-07-02
unexpectedly,ok,k07-141-07-03
.,ok,k07-141-07-04
They,ok,k07-146-00-00
'd,ok,k07-146-00-01
just,ok,k07-146-00-02
had,ok,k07-146-00-03
time,ok,k07-146-00-04
to,ok,k07-146-00-05
nip,ok,k07-146-00-06
into,ok,k07-146-00-07
the,ok,k07-146-00-08
bathroom,ok,k07-146-01-00
and,ok,k07-146-01-01
stood,ok,k07-146-01-02
there,ok,k07-146-01-03
shivering,ok,k07-146-01-04
for,ok,k07-146-01-05
fifteen,ok,k07-146-02-00
minutes,ok,k07-146-02-01
while,ok,k07-146-02-02
their,ok,k07-146-02-03
guest,ok,k07-146-02-04
was,ok,k07-146-02-05
smoking,ok,k07-146-03-00
a,ok,k07-146-03-01
cigarette,ok,k07-146-03-02
waiting,ok,k07-146-03-03
for,ok,k07-146-03-04
him,ok,k07-146-03-05
.,ok,k07-146-03-06
At,ok,k07-146-04-00
last,ok,k07-146-04-01
Derek,ok,k07-146-04-02
got,ok,k07-146-04-03
tired,ok,k07-146-04-04
and,ok,k07-146-04-05
left,ok,k07-146-04-06
.,ok,k07-146-04-07
Just,ok,k07-146-05-00
in,ok,k07-146-05-01
time,ok,k07-146-05-02
",",ok,k07-146-05-03
erupted,ok,k07-146-05-04
Charlie,ok,k07-146-05-05
.,ok,k07-146-05-06
If,ok,k07-146-05-07
he,ok,k07-146-05-08
'd,ok,k07-146-05-09
stayed,ok,k07-146-06-00
any,ok,k07-146-06-01
longer,ok,k07-146-06-02
I,ok,k07-146-06-03
'd,ok,k07-146-06-04
jolly,ok,k07-146-06-05
well,ok,k07-146-06-06
have,ok,k07-146-07-00
asked,ok,k07-146-07-01
him,ok,k07-146-07-02
to,ok,k07-146-07-03
join,ok,k07-146-07-04
us,ok,k07-146-07-05
.,ok,k07-146-07-06
I,ok,k07-146-07-07
'm,ok,k07-146-07-08
so,ok,k07-146-07-09
darned,ok,k07-146-08-00
cold,ok,k07-146-08-01
I,ok,k07-146-08-02
could,ok,k07-146-08-03
do,ok,k07-146-08-04
with,ok,k07-146-08-05
two,ok,k07-146-08-06
men,ok,k07-146-08-07
.,ok,k07-146-08-08
You,ok,k07-152-00-00
perverted,ok,k07-152-00-01
sex-maniac,ok,k07-152-00-02
",",ok,k07-152-00-03
you,ok,k07-152-00-04
wouldn't,ok,k07-152-00-05
dare,ok,k07-152-01-00
.,ok,k07-152-01-01
Show,ok,k07-152-01-02
me,ok,k07-152-01-03
what,ok,k07-152-01-04
you,ok,k07-152-01-05
can,ok,k07-152-01-06
do,ok,k07-152-01-07
and,ok,k07-152-01-08
I,ok,k07-152-02-00
'll,ok,k07-152-02-01
tell,ok,k07-152-02-02
you,ok,k07-152-02-03
if,ok,k07-152-02-04
you,ok,k07-152-02-05
need,ok,k07-152-02-06
help,ok,k07-152-02-07
.,ok,k07-152-02-08
Once,ok,k07-152-03-00
he,ok,k07-152-03-01
came,ok,k07-152-03-02
back,ok,k07-152-03-03
to,ok,k07-152-03-04
the,ok,k07-152-03-05
subject,ok,k07-152-03-06
of,ok,k07-152-04-00
her,ok,k07-152-04-01
marriage,ok,k07-152-04-02
and,ok,k07-152-04-03
asked,ok,k07-152-04-04
her,ok,k07-152-04-05
why,ok,k07-152-04-06
she,ok,k07-152-05-00
was,ok,k07-152-05-01
going,ok,k07-152-05-02
to,ok,k07-152-05-03
marry,ok,k07-152-05-04
her,ok,k07-152-05-05
sculptor,ok,k07-152-05-06
.,ok,k07-152-05-07
Because,ok,k07-152-06-00
I,ok,k07-152-06-01
love,ok,k07-152-06-02
him,ok,k07-152-06-03
",",ok,k07-152-06-04
of,ok,k07-152-06-05
course,ok,k07-152-06-06
.,ok,k07-152-06-07
What,ok,k07-152-07-00
do,ok,k07-152-07-01
you,ok,k07-152-07-02
think,ok,k07-152-07-03
?,ok,k07-152-07-04
I,ok,k07-158-01-00
suppose,ok,k07-158-01-01
so,ok,k07-158-01-02
.,ok,k07-158-01-03
What,ok,k07-158-01-04
attracts,ok,k07-158-01-05
you,ok,k07-158-01-06
?,ok,k07-158-01-07
It,ok,k07-158-02-00
can't,ok,k07-158-02-01
be,ok,k07-158-02-02
physical,ok,k07-158-02-03
?,ok,k07-158-02-04
